PAW protein_summary_9 results file
written: Sat Jun 20 13:37:25 2020

 	=subtotal(109,B6:B8685)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
6425.0	1	sp|Q99720|SGMR1_HUMAN	 	14.8	223	25127	Sigma non-opioid intracellular receptor 1 OS=Homo sapiens (Human) OX=9606 GN=SIGMAR1 PE=1 SV=1	5	5	1.000	2	3	2	3	2.000	3.000	 
6426.0	1	sp|Q99728|BARD1_HUMAN	 	13.5	777	86647	BRCA1-associated RING domain protein 1 OS=Homo sapiens (Human) OX=9606 GN=BARD1 PE=1 SV=2	12	12	1.000	9	3	9	3	9.000	3.000	 
6427.0	1	sp|Q99729|ROAA_HUMAN	 	40.1	332	36224	Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens (Human) OX=9606 GN=HNRNPAB PE=1 SV=2	173	82	0.474	77	96	41	41	53.713	54.300	sp|O14979|HNRDL_HUMAN, sp|Q14103|HNRPD_HUMAN, sp|Q99729|ROAA_HUMAN
6428.0	1	sp|Q99733|NP1L4_HUMAN	 	43.2	375	42823	Nucleosome assembly protein 1-like 4 OS=Homo sapiens (Human) OX=9606 GN=NAP1L4 PE=1 SV=1	138	47	0.341	57	81	29	18	35.767	26.929	sp|P55209|NP1L1_HUMAN, sp|Q99733|NP1L4_HUMAN
6429.0	1	sp|Q99741|CDC6_HUMAN	 	18.6	560	62720	Cell division control protein 6 homolog OS=Homo sapiens (Human) OX=9606 GN=CDC6 PE=1 SV=1	10	10	1.000	5	5	5	5	5.000	5.000	 
6430.0	1	sp|Q99747|SNAG_HUMAN	 	53.8	312	34746	Gamma-soluble NSF attachment protein OS=Homo sapiens (Human) OX=9606 GN=NAPG PE=1 SV=1	40	40	1.000	22	18	22	18	22.000	18.000	 
6431.0	1	sp|Q99755|PI51A_HUMAN	 	15.8	562	62633	Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha OS=Homo sapiens (Human) OX=9606 GN=PIP5K1A PE=1 SV=1	14	4	0.286	8	6	2	2	8.000	5.333	sp|A2A3N6|PIPSL_HUMAN, sp|O60331|PI51C_HUMAN, sp|Q99755|PI51A_HUMAN
6432.0	1	sp|Q99757|THIOM_HUMAN	 	51.8	166	18383	Thioredoxin, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=TXN2 PE=1 SV=2	23	23	1.000	12	11	12	11	12.000	11.000	 
6433.0	1	sp|Q99759|M3K3_HUMAN	 	10.5	626	70897	Mitogen-activated protein kinase kinase kinase 3 OS=Homo sapiens (Human) OX=9606 GN=MAP3K3 PE=1 SV=2	20	3	0.150	6	14	1	2	1.486	4.700	sp|P27361|MK03_HUMAN, sp|Q99759|M3K3_HUMAN, sp|Q9Y2U5|M3K2_HUMAN
6434.0	1	sp|Q99766|ATP5S_HUMAN	 	23.3	215	24866	ATP synthase subunit s, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=DMAC2L PE=1 SV=3	8	8	1.000	4	4	4	4	4.000	4.000	 
6435.0	1	sp|Q99767|APBA2_HUMAN	 	12.3	749	82511	Amyloid-beta A4 precursor protein-binding family A member 2 OS=Homo sapiens (Human) OX=9606 GN=APBA2 PE=1 SV=3	8	7	0.875	3	5	3	4	3.000	5.000	sp|Q02410|APBA1_HUMAN, sp|Q99767|APBA2_HUMAN
6436.0	1	sp|Q99797|MIPEP_HUMAN	 	21.6	713	80640	Mitochondrial intermediate peptidase OS=Homo sapiens (Human) OX=9606 GN=MIPEP PE=1 SV=2	33	33	1.000	17	16	17	16	17.000	16.000	 
6437.0	1	sp|Q99798|ACON_HUMAN	 	47.9	780	85424	Aconitate hydratase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=ACO2 PE=1 SV=2	165	165	1.000	79	86	79	86	79.000	86.000	 
6438.0	1	sp|Q99805|TM9S2_HUMAN	 	17.3	663	75775	Transmembrane 9 superfamily member 2 OS=Homo sapiens (Human) OX=9606 GN=TM9SF2 PE=1 SV=1	14	14	1.000	6	8	6	8	6.000	8.000	 
6439.0	1	sp|Q99807|COQ7_HUMAN	 	17.5	217	24277	5-demethoxyubiquinone hydroxylase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=COQ7 PE=1 SV=3	4	4	1.000	3	1	3	1	3.000	1.000	 
6440.0	1	sp|Q99808|S29A1_HUMAN	 	12.9	456	50219	Equilibrative nucleoside transporter 1 OS=Homo sapiens (Human) OX=9606 GN=SLC29A1 PE=1 SV=3	11	11	1.000	6	5	6	5	6.000	5.000	 
6441.0	1	sp|Q99816|TS101_HUMAN	 	39.0	390	43944	Tumor susceptibility gene 101 protein OS=Homo sapiens (Human) OX=9606 GN=TSG101 PE=1 SV=2	52	52	1.000	26	26	26	26	26.000	26.000	 
6442.0	1	sp|Q99828|CIB1_HUMAN	 	35.1	191	21703	Calcium and integrin-binding protein 1 OS=Homo sapiens (Human) OX=9606 GN=CIB1 PE=1 SV=4	11	11	1.000	5	6	5	6	5.000	6.000	 
6443.0	1	sp|Q99829|CPNE1_HUMAN	 	17.5	537	59058	Copine-1 OS=Homo sapiens (Human) OX=9606 GN=CPNE1 PE=1 SV=1	37	37	1.000	15	22	15	22	15.000	22.000	 
6444.0	1	sp|Q99832|TCPH_HUMAN	 	70.0	543	59366	T-complex protein 1 subunit eta OS=Homo sapiens (Human) OX=9606 GN=CCT7 PE=1 SV=2	417	417	1.000	237	180	237	180	237.000	180.000	 
6445.0	1	sp|Q99836|MYD88_HUMAN	 	40.2	296	33233	Myeloid differentiation primary response protein MyD88 OS=Homo sapiens (Human) OX=9606 GN=MYD88 PE=1 SV=1	23	23	1.000	14	9	14	9	14.000	9.000	 
6446.0	1	sp|Q99848|EBP2_HUMAN	 	51.0	306	34852	Probable rRNA-processing protein EBP2 OS=Homo sapiens (Human) OX=9606 GN=EBNA1BP2 PE=1 SV=2	92	92	1.000	48	44	48	44	48.000	44.000	 
6447.0	1	sp|Q99856|ARI3A_HUMAN	 	29.3	593	62888	AT-rich interactive domain-containing protein 3A OS=Homo sapiens (Human) OX=9606 GN=ARID3A PE=1 SV=2	46	46	1.000	14	32	14	32	14.000	32.000	 
6448.0	1	sp|Q99871|HAUS7_HUMAN	 	26.4	368	40778	HAUS augmin-like complex subunit 7 OS=Homo sapiens (Human) OX=9606 GN=HAUS7 PE=1 SV=3	8	8	1.000	5	3	5	3	5.000	3.000	 
6449.0	1	sp|Q99873|ANM1_HUMAN	 	46.6	371	42461	Protein arginine N-methyltransferase 1 OS=Homo sapiens (Human) OX=9606 GN=PRMT1 PE=1 SV=3	116	90	0.776	56	60	50	40	56.000	59.512	sp|Q99873|ANM1_HUMAN, sp|Q9NR22|ANM8_HUMAN
6450.0	1	sp|Q99880|H2B1L_HUMAN	 	60.3	126	13952	Histone H2B type 1-L OS=Homo sapiens (Human) OX=9606 GN=H2BC13 PE=1 SV=3	334	0	0.000	249	85	0	0	31.833	21.417	sp|P23527|H2B1O_HUMAN, sp|P58876|H2B1D_HUMAN, sp|Q8N257|H2B3B_HUMAN, sp|Q99880|H2B1L_HUMAN
6451.0	1	sp|Q99933|BAG1_HUMAN	 	11.0	345	38778	BAG family molecular chaperone regulator 1 OS=Homo sapiens (Human) OX=9606 GN=BAG1 PE=1 SV=4	4	4	1.000	1	3	1	3	1.000	3.000	 
6452.0	1	sp|Q99941|ATF6B_HUMAN	 	9.0	703	76708	Cyclic AMP-dependent transcription factor ATF-6 beta OS=Homo sapiens (Human) OX=9606 GN=ATF6B PE=1 SV=2	5	5	1.000	0	5	0	5	0.000	5.000	 
6453.0	1	sp|Q99942|RNF5_HUMAN	 	13.3	180	19881	E3 ubiquitin-protein ligase RNF5 OS=Homo sapiens (Human) OX=9606 GN=RNF5 PE=1 SV=1	4	4	1.000	2	2	2	2	2.000	2.000	 
6454.0	1	sp|Q99943|PLCA_HUMAN	 	18.4	283	31716	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha OS=Homo sapiens (Human) OX=9606 GN=AGPAT1 PE=1 SV=2	5	5	1.000	2	3	2	3	2.000	3.000	 
6455.0	1	sp|Q99959|PKP2_HUMAN	 	15.0	881	97414	Plakophilin-2 OS=Homo sapiens (Human) OX=9606 GN=PKP2 PE=1 SV=2	15	15	1.000	5	10	5	10	5.000	10.000	 
6456.0	1	sp|Q99961|SH3G1_HUMAN	 	49.7	368	41489	Endophilin-A2 OS=Homo sapiens (Human) OX=9606 GN=SH3GL1 PE=1 SV=1	81	47	0.580	38	43	22	25	37.304	43.000	sp|Q99961|SH3G1_HUMAN, sp|Q99962|SH3G2_HUMAN
6457.0	1	sp|Q99962|SH3G2_HUMAN	 	18.2	352	39962	Endophilin-A1 OS=Homo sapiens (Human) OX=9606 GN=SH3GL2 PE=1 SV=1	35	1	0.029	17	18	1	0	1.696	0.000	sp|Q99961|SH3G1_HUMAN, sp|Q99962|SH3G2_HUMAN
6458.0	1	sp|Q99973|TEP1_HUMAN	 	19.4	2627	290487	Telomerase protein component 1 OS=Homo sapiens (Human) OX=9606 GN=TEP1 PE=1 SV=2	67	67	1.000	32	35	32	35	32.000	35.000	 
6459.0	1	sp|Q99985|SEM3C_HUMAN	 	20.2	751	85206	Semaphorin-3C OS=Homo sapiens (Human) OX=9606 GN=SEMA3C PE=2 SV=2	21	21	1.000	13	8	13	8	13.000	8.000	 
6460.0	1	sp|Q99986|VRK1_HUMAN	 	37.4	396	45476	Serine/threonine-protein kinase VRK1 OS=Homo sapiens (Human) OX=9606 GN=VRK1 PE=1 SV=1	40	40	1.000	21	19	21	19	21.000	19.000	 
6461.0	1	sp|Q99988|GDF15_HUMAN	 	7.5	308	34140	Growth/differentiation factor 15 OS=Homo sapiens (Human) OX=9606 GN=GDF15 PE=1 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	 
6462.0	1	sp|Q99996|AKAP9_HUMAN	 	46.6	3907	452982	A-kinase anchor protein 9 OS=Homo sapiens (Human) OX=9606 GN=AKAP9 PE=1 SV=4	291	287	0.986	112	179	110	177	111.294	178.506	sp|Q8NI27|THOC2_HUMAN, sp|Q99996|AKAP9_HUMAN
6463.0	1	sp|Q9BPU6|DPYL5_HUMAN	 	6.4	564	61421	Dihydropyrimidinase-related protein 5 OS=Homo sapiens (Human) OX=9606 GN=DPYSL5 PE=1 SV=1	9	9	1.000	8	1	8	1	8.000	1.000	 
6464.0	1	sp|Q9BPW8|NIPS1_HUMAN	 	18.7	284	33310	Protein NipSnap homolog 1 OS=Homo sapiens (Human) OX=9606 GN=NIPSNAP1 PE=1 SV=1	17	11	0.647	17	0	11	0	13.062	0.000	sp|O75323|NIPS2_HUMAN, sp|Q9BPW8|NIPS1_HUMAN
6465.0	1	sp|Q9BPX1|DHB14_HUMAN	 	8.9	270	28317	17-beta-hydroxysteroid dehydrogenase 14 OS=Homo sapiens (Human) OX=9606 GN=HSD17B14 PE=1 SV=1	3	3	1.000	1	2	1	2	1.000	2.000	 
6466.0	1	sp|Q9BPX3|CND3_HUMAN	 	35.7	1015	114333	Condensin complex subunit 3 OS=Homo sapiens (Human) OX=9606 GN=NCAPG PE=1 SV=1	90	90	1.000	44	46	44	46	44.000	46.000	 
6467.0	1	sp|Q9BPX5|ARP5L_HUMAN	 	55.6	153	16941	Actin-related protein 2/3 complex subunit 5-like protein OS=Homo sapiens (Human) OX=9606 GN=ARPC5L PE=1 SV=1	19	15	0.789	13	6	10	5	10.833	5.312	sp|O15511|ARPC5_HUMAN, sp|Q9BPX5|ARP5L_HUMAN
6468.0	1	sp|Q9BPX6|MICU1_HUMAN	 	25.0	476	54351	Calcium uptake protein 1, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MICU1 PE=1 SV=1	24	24	1.000	17	7	17	7	17.000	7.000	 
6469.0	1	sp|Q9BPX7|CG025_HUMAN	 	20.9	421	46450	UPF0415 protein C7orf25 OS=Homo sapiens (Human) OX=9606 GN=C7orf25 PE=1 SV=1	13	13	1.000	6	7	6	7	6.000	7.000	 
6470.0	1	sp|Q9BPY3|F118B_HUMAN	 	27.6	351	39499	Protein FAM118B OS=Homo sapiens (Human) OX=9606 GN=FAM118B PE=1 SV=1	15	15	1.000	8	7	8	7	8.000	7.000	 
6471.0	1	sp|Q9BPZ3|PAIP2_HUMAN	 	61.4	127	14984	Polyadenylate-binding protein-interacting protein 2 OS=Homo sapiens (Human) OX=9606 GN=PAIP2 PE=1 SV=1	11	11	1.000	10	1	10	1	10.000	1.000	 
6472.0	1	sp|Q9BPZ7|SIN1_HUMAN	 	14.4	522	59122	Target of rapamycin complex 2 subunit MAPKAP1 OS=Homo sapiens (Human) OX=9606 GN=MAPKAP1 PE=1 SV=2	9	9	1.000	5	4	5	4	5.000	4.000	 
6473.0	1	sp|Q9BQ04|RBM4B_HUMAN	 	37.6	359	40149	RNA-binding protein 4B OS=Homo sapiens (Human) OX=9606 GN=RBM4B PE=1 SV=1	60	1	0.017	37	23	0	1	0.000	4.143	sp|Q9BQ04|RBM4B_HUMAN, sp|Q9BWF3|RBM4_HUMAN
6474.0	1	sp|Q9BQ13|KCD14_HUMAN	 	29.8	255	29591	BTB/POZ domain-containing protein KCTD14 OS=Homo sapiens (Human) OX=9606 GN=KCTD14 PE=1 SV=2	10	10	1.000	5	5	5	5	5.000	5.000	 
6475.0	1	sp|Q9BQ24|ZFY21_HUMAN	 	12.4	234	26505	Zinc finger FYVE domain-containing protein 21 OS=Homo sapiens (Human) OX=9606 GN=ZFYVE21 PE=1 SV=1	4	4	1.000	1	3	1	3	1.000	3.000	 
6476.0	1	sp|Q9BQ39|DDX50_HUMAN	 	27.8	737	82564	ATP-dependent RNA helicase DDX50 OS=Homo sapiens (Human) OX=9606 GN=DDX50 PE=1 SV=1	71	44	0.620	40	31	25	19	26.933	20.640	sp|Q9BQ39|DDX50_HUMAN, sp|Q9NR30|DDX21_HUMAN
6477.0	1	sp|Q9BQ49|SMIM7_HUMAN	 	26.7	75	8631	Small integral membrane protein 7 OS=Homo sapiens (Human) OX=9606 GN=SMIM7 PE=1 SV=2	7	7	1.000	2	5	2	5	2.000	5.000	 
6478.0	1	sp|Q9BQ52|RNZ2_HUMAN	 	37.0	826	92218	Zinc phosphodiesterase ELAC protein 2 OS=Homo sapiens (Human) OX=9606 GN=ELAC2 PE=1 SV=2	63	63	1.000	37	26	37	26	37.000	26.000	 
6479.0	1	sp|Q9BQ61|TRIR_HUMAN	 	36.9	176	18419	Telomerase RNA component interacting RNase OS=Homo sapiens (Human) OX=9606 GN=TRIR PE=1 SV=1	26	26	1.000	8	18	8	18	8.000	18.000	 
6480.0	1	sp|Q9BQ67|GRWD1_HUMAN	 	49.3	446	49419	Glutamate-rich WD repeat-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=GRWD1 PE=1 SV=1	45	45	1.000	22	23	22	23	22.000	23.000	 
6481.0	1	sp|Q9BQ69|MACD1_HUMAN	 	8.0	325	35505	ADP-ribose glycohydrolase MACROD1 OS=Homo sapiens (Human) OX=9606 GN=MACROD1 PE=1 SV=2	3	3	1.000	2	1	2	1	2.000	1.000	 
6482.0	1	sp|Q9BQ70|TCF25_HUMAN	 	31.5	676	76666	Transcription factor 25 OS=Homo sapiens (Human) OX=9606 GN=TCF25 PE=1 SV=1	27	27	1.000	20	7	20	7	20.000	7.000	 
6483.0	1	sp|Q9BQ75|CMS1_HUMAN	 	33.7	279	31884	Protein CMSS1 OS=Homo sapiens (Human) OX=9606 GN=CMSS1 PE=1 SV=2	20	20	1.000	11	9	11	9	11.000	9.000	 
6484.0	1	sp|Q9BQ90|KLDC3_HUMAN	 	14.7	382	43087	Kelch domain-containing protein 3 OS=Homo sapiens (Human) OX=9606 GN=KLHDC3 PE=2 SV=1	5	5	1.000	4	1	4	1	4.000	1.000	 
6485.0	1	sp|Q9BQ95|ECSIT_HUMAN	 	33.9	431	49148	Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=ECSIT PE=1 SV=1	19	19	1.000	9	10	9	10	9.000	10.000	 
6486.0	1	sp|Q9BQA1|MEP50_HUMAN	 	34.8	342	36724	Methylosome protein 50 OS=Homo sapiens (Human) OX=9606 GN=WDR77 PE=1 SV=1	45	45	1.000	32	13	32	13	32.000	13.000	 
6487.0	1	sp|Q9BQA9|CYBC1_HUMAN	 	8.6	187	20774	Cytochrome b-245 chaperone 1 OS=Homo sapiens (Human) OX=9606 GN=CYBC1 PE=1 SV=1	3	3	1.000	1	2	1	2	1.000	2.000	 
6488.0	1	sp|Q9BQB6|VKOR1_HUMAN	 	12.3	163	18234	Vitamin K epoxide reductase complex subunit 1 OS=Homo sapiens (Human) OX=9606 GN=VKORC1 PE=1 SV=1	3	3	1.000	3	0	3	0	3.000	0.000	 
6489.0	1	sp|Q9BQC3|DPH2_HUMAN	 	24.3	489	52082	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2 OS=Homo sapiens (Human) OX=9606 GN=DPH2 PE=1 SV=1	15	15	1.000	6	9	6	9	6.000	9.000	 
6490.0	1	sp|Q9BQC6|RT63_HUMAN	 	19.6	102	12266	Ribosomal protein 63, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MRPL57 PE=1 SV=1	9	9	1.000	7	2	7	2	7.000	2.000	 
6491.0	1	sp|Q9BQD3|KXDL1_HUMAN	 	14.2	176	19668	KxDL motif-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=KXD1 PE=1 SV=2	7	7	1.000	3	4	3	4	3.000	4.000	 
6492.0	1	sp|Q9BQD7|ANKMT_HUMAN	 	11.5	235	25130	Adenine nucleotide translocase lysine N-methyltransferase OS=Homo sapiens (Human) OX=9606 GN=ANTKMT PE=1 SV=1	4	4	1.000	1	3	1	3	1.000	3.000	 
6493.0	1	sp|Q9BQE3|TBA1C_HUMAN	 	60.6	449	49895	Tubulin alpha-1C chain OS=Homo sapiens (Human) OX=9606 GN=TUBA1C PE=1 SV=1	941	30	0.032	533	408	17	13	379.250	306.000	sp|P68363|TBA1B_HUMAN, sp|P68366|TBA4A_HUMAN, sp|Q71U36|TBA1A_HUMAN, sp|Q9BQE3|TBA1C_HUMAN, sp|Q9NY65|TBA8_HUMAN
6494.0	1	sp|Q9BQE4|SELS_HUMAN	 	34.4	189	21163	Selenoprotein S OS=Homo sapiens (Human) OX=9606 GN=SELENOS PE=1 SV=3	11	11	1.000	4	7	4	7	4.000	7.000	 
6495.0	1	sp|Q9BQE5|APOL2_HUMAN	 	33.8	337	37092	Apolipoprotein L2 OS=Homo sapiens (Human) OX=9606 GN=APOL2 PE=1 SV=1	35	35	1.000	14	21	14	21	14.000	21.000	 
6496.0	1	sp|Q9BQF6|SENP7_HUMAN	 	6.3	1050	119656	Sentrin-specific protease 7 OS=Homo sapiens (Human) OX=9606 GN=SENP7 PE=1 SV=4	6	6	1.000	2	4	2	4	2.000	4.000	 
6497.0	1	sp|Q9BQG0|MBB1A_HUMAN	 	36.0	1328	148853	Myb-binding protein 1A OS=Homo sapiens (Human) OX=9606 GN=MYBBP1A PE=1 SV=2	152	152	1.000	91	61	91	61	91.000	61.000	 
6498.0	1	sp|Q9BQG2|NUD12_HUMAN	 	27.5	462	52075	Peroxisomal NADH pyrophosphatase NUDT12 OS=Homo sapiens (Human) OX=9606 GN=NUDT12 PE=1 SV=1	27	27	1.000	13	14	13	14	13.000	14.000	 
6499.0	1	sp|Q9BQI3|E2AK1_HUMAN	 	5.7	630	71106	Eukaryotic translation initiation factor 2-alpha kinase 1 OS=Homo sapiens (Human) OX=9606 GN=EIF2AK1 PE=1 SV=2	3	3	1.000	1	2	1	2	1.000	2.000	 
6500.0	1	sp|Q9BQI6|SLF1_HUMAN	 	4.3	1058	121049	SMC5-SMC6 complex localization factor protein 1 OS=Homo sapiens (Human) OX=9606 GN=SLF1 PE=1 SV=2	6	6	1.000	1	5	1	5	1.000	5.000	 
6501.0	1	sp|Q9BQK8|LPIN3_HUMAN	 	17.6	851	93613	Phosphatidate phosphatase LPIN3 OS=Homo sapiens (Human) OX=9606 GN=LPIN3 PE=1 SV=3	20	20	1.000	8	12	8	12	8.000	12.000	 
6502.0	1	sp|Q9BQL6|FERM1_HUMAN	 	16.4	677	77436	Fermitin family homolog 1 OS=Homo sapiens (Human) OX=9606 GN=FERMT1 PE=1 SV=1	14	11	0.786	6	8	3	8	3.118	8.000	sp|Q96AC1|FERM2_HUMAN, sp|Q9BQL6|FERM1_HUMAN
6503.0	1	sp|Q9BQP7|MGME1_HUMAN	 	33.7	344	39420	Mitochondrial genome maintenance exonuclease 1 OS=Homo sapiens (Human) OX=9606 GN=MGME1 PE=1 SV=1	28	28	1.000	15	13	15	13	15.000	13.000	 
6504.0	1	sp|Q9BQS8|FYCO1_HUMAN	 	36.4	1478	166981	FYVE and coiled-coil domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=FYCO1 PE=1 SV=3	86	86	1.000	37	49	37	49	37.000	49.000	 
6505.0	1	sp|Q9BR61|ACBD6_HUMAN	 	34.0	282	31150	Acyl-CoA-binding domain-containing protein 6 OS=Homo sapiens (Human) OX=9606 GN=ACBD6 PE=1 SV=1	11	11	1.000	5	6	5	6	5.000	6.000	 
6506.0	1	sp|Q9BR76|COR1B_HUMAN	 	26.8	489	54234	Coronin-1B OS=Homo sapiens (Human) OX=9606 GN=CORO1B PE=1 SV=1	62	62	1.000	32	30	32	30	32.000	30.000	 
6507.0	1	sp|Q9BR77|CCD77_HUMAN	 	18.2	488	57485	Coiled-coil domain-containing protein 77 OS=Homo sapiens (Human) OX=9606 GN=CCDC77 PE=1 SV=1	11	11	1.000	2	9	2	9	2.000	9.000	 
6508.0	1	sp|Q9BRA0|LSMD1_HUMAN	 	27.2	125	13514	N-alpha-acetyltransferase 38, NatC auxiliary subunit OS=Homo sapiens (Human) OX=9606 GN=NAA38 PE=1 SV=1	2	2	1.000	2	0	2	0	2.000	0.000	 
6509.0	1	sp|Q9BRA2|TXD17_HUMAN	 	42.3	123	13941	Thioredoxin domain-containing protein 17 OS=Homo sapiens (Human) OX=9606 GN=TXNDC17 PE=1 SV=1	36	36	1.000	24	12	24	12	24.000	12.000	 
6510.0	1	sp|Q9BRC7|PLCD4_HUMAN	 	2.8	762	87584	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4 OS=Homo sapiens (Human) OX=9606 GN=PLCD4 PE=1 SV=1	3	3	1.000	1	2	1	2	1.000	2.000	 
6511.0	1	sp|Q9BRD0|BUD13_HUMAN	 	21.2	619	70520	BUD13 homolog OS=Homo sapiens (Human) OX=9606 GN=BUD13 PE=1 SV=1	20	20	1.000	13	7	13	7	13.000	7.000	 
6512.0	1	sp|Q9BRF8|CPPED_HUMAN	 	26.1	314	35548	Serine/threonine-protein phosphatase CPPED1 OS=Homo sapiens (Human) OX=9606 GN=CPPED1 PE=1 SV=3	15	15	1.000	4	11	4	11	4.000	11.000	 
6513.0	1	sp|Q9BRG1|VPS25_HUMAN	 	54.5	176	20747	Vacuolar protein-sorting-associated protein 25 OS=Homo sapiens (Human) OX=9606 GN=VPS25 PE=1 SV=1	23	23	1.000	16	7	16	7	16.000	7.000	 
6514.0	1	sp|Q9BRG2|SH23A_HUMAN	 	16.8	576	63092	SH2 domain-containing protein 3A OS=Homo sapiens (Human) OX=9606 GN=SH2D3A PE=1 SV=1	10	10	1.000	3	7	3	7	3.000	7.000	 
6515.0	1	sp|Q9BRJ2|RM45_HUMAN	 	42.2	306	35351	39S ribosomal protein L45, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MRPL45 PE=1 SV=2	37	37	1.000	21	16	21	16	21.000	16.000	 
6516.0	1	sp|Q9BRJ6|CG050_HUMAN	 	46.4	194	22083	Uncharacterized protein C7orf50 OS=Homo sapiens (Human) OX=9606 GN=C7orf50 PE=1 SV=1	38	38	1.000	19	19	19	19	19.000	19.000	 
6517.0	1	sp|Q9BRJ7|TIRR_HUMAN	 	37.9	211	23338	Tudor-interacting repair regulator protein OS=Homo sapiens (Human) OX=9606 GN=NUDT16L1 PE=1 SV=1	15	13	0.867	9	6	7	6	8.400	6.000	sp|Q96DE0|NUD16_HUMAN, sp|Q9BRJ7|TIRR_HUMAN
6518.0	1	sp|Q9BRK3|MXRA8_HUMAN	 	23.5	442	49131	Matrix remodeling-associated protein 8 OS=Homo sapiens (Human) OX=9606 GN=MXRA8 PE=1 SV=1	20	20	1.000	9	11	9	11	9.000	11.000	 
6519.0	1	sp|Q9BRK4|LZTS2_HUMAN	 	22.1	669	72759	Leucine zipper putative tumor suppressor 2 OS=Homo sapiens (Human) OX=9606 GN=LZTS2 PE=1 SV=2	16	13	0.812	5	11	4	9	4.154	9.692	sp|P62879|GBB2_HUMAN, sp|Q9BRK4|LZTS2_HUMAN, sp|Q9HAV0|GBB4_HUMAN
6520.0	1	sp|Q9BRK5|CAB45_HUMAN	 	39.2	362	41806	45 kDa calcium-binding protein OS=Homo sapiens (Human) OX=9606 GN=SDF4 PE=1 SV=1	63	63	1.000	30	33	30	33	30.000	33.000	 
6521.0	1	sp|Q9BRP1|PDD2L_HUMAN	 	15.4	358	39416	Programmed cell death protein 2-like OS=Homo sapiens (Human) OX=9606 GN=PDCD2L PE=1 SV=1	8	8	1.000	5	3	5	3	5.000	3.000	 
6522.0	1	sp|Q9BRP4|PAAF1_HUMAN	 	15.1	392	42190	Proteasomal ATPase-associated factor 1 OS=Homo sapiens (Human) OX=9606 GN=PAAF1 PE=1 SV=2	10	10	1.000	7	3	7	3	7.000	3.000	 
6523.0	1	sp|Q9BRP8|PYM1_HUMAN	 	67.6	204	22655	Partner of Y14 and mago OS=Homo sapiens (Human) OX=9606 GN=PYM1 PE=1 SV=1	41	41	1.000	15	26	15	26	15.000	26.000	 
6524.0	1	sp|Q9BRQ6|MIC25_HUMAN	 	44.3	235	26457	MICOS complex subunit MIC25 OS=Homo sapiens (Human) OX=9606 GN=CHCHD6 PE=1 SV=1	15	15	1.000	7	8	7	8	7.000	8.000	 
6525.0	1	sp|Q9BRQ8|FSP1_HUMAN	 	30.0	373	40526	Ferroptosis suppressor protein 1 OS=Homo sapiens (Human) OX=9606 GN=AIFM2 PE=1 SV=1	17	17	1.000	12	5	12	5	12.000	5.000	 
6526.0	1	sp|Q9BRR6|ADPGK_HUMAN	 	18.5	497	54088	ADP-dependent glucokinase OS=Homo sapiens (Human) OX=9606 GN=ADPGK PE=1 SV=1	19	19	1.000	14	5	14	5	14.000	5.000	 
6527.0	1	sp|Q9BRR8|GPTC1_HUMAN	 	25.5	931	103344	G patch domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=GPATCH1 PE=1 SV=1	23	23	1.000	12	11	12	11	12.000	11.000	 
6528.0	1	sp|Q9BRS2|RIOK1_HUMAN	 	33.6	568	65582	Serine/threonine-protein kinase RIO1 OS=Homo sapiens (Human) OX=9606 GN=RIOK1 PE=1 SV=2	36	36	1.000	16	20	16	20	16.000	20.000	 
6529.0	1	sp|Q9BRS8|LARP6_HUMAN	 	8.4	491	54736	La-related protein 6 OS=Homo sapiens (Human) OX=9606 GN=LARP6 PE=1 SV=1	5	5	1.000	3	2	3	2	3.000	2.000	 
6530.0	1	sp|Q9BRT2|UQCC2_HUMAN	 	50.0	126	14875	Ubiquinol-cytochrome-c reductase complex assembly factor 2 OS=Homo sapiens (Human) OX=9606 GN=UQCC2 PE=1 SV=1	15	15	1.000	8	7	8	7	8.000	7.000	 
6531.0	1	sp|Q9BRT3|MIEN1_HUMAN	 	52.2	115	12403	Migration and invasion enhancer 1 OS=Homo sapiens (Human) OX=9606 GN=MIEN1 PE=1 SV=1	20	20	1.000	6	14	6	14	6.000	14.000	 
